Participant,Cluster - MMHC (category),Cluster - MMHC binaire (category),Cont - L - Std,Default - L - Std,DorsAttn - L - Std,Limbic - L - Std,SalVentAttn - L - Std,SomMot - L - Std,Vis - L - Std,Cont - R - Std,Default - R - Std,DorsAttn - R - Std,Limbic - R - Std,SalVentAttn - R - Std,SomMot - R - Std,Vis - R - Std,Cont - Asym - Std,Default - Asym - Std,DorsAttn - Asym - Std,Limbic - Asym - Std,SalVentAttn - Asym - Std,SomMot - Asym - Std,Vis - Asym - Std,Cont - G2 - Std - L,Cont - G2 - Std - R,Cont - G2 - Std - Asym,Default - G2 - Std - L,Default - G2 - Std - R,Default - G2 - Std - Asym,DorsAttn - G2 - Std - L,DorsAttn - G2 - Std - R,DorsAttn - G2 - Std - Asym,Limbic - G2 - Std - L,Limbic - G2 - Std - R,Limbic - G2 - Std - Asym,SalVentAttn - G2 - Std - L,SalVentAttn - G2 - Std - R,SalVentAttn - G2 - Std - Asym,SomMot - G2 - Std - L,SomMot - G2 - Std - R,SomMot - G2 - Std - Asym,Vis - G2 - Std - L,Vis - G2 - Std - R,Vis - G2 - Std - Asym,Cont - G3 - R - Std,Cont - G3 - L - Std,Cont - G3 - asym - Std,Default - G3 - R - Std,Default - G3 - L - Std,Default - G3 - asym - Std,DorsAttn - G3 - R - Std,DorsAttn - G3 - L - Std,DorsAttn - G3 - asym - Std,Limbic - G3 - R - Std,Limbic - G3 - L - Std,Limbic - G3 - asym - Std,SalVentAttn - G3 - R - Std,SalVentAttn - G3 - L - Std,SalVentAttn - G3 - asym - Std,SomMot - G3 - R - Std,SomMot - G3 - L - Std,SomMot - G3 - asym - Std,Vis - G3 - R - Std,Vis - G3 - L - Std,Vis - G3 - asym - Std
3456,strong_typical,Typical,61.65,73.56,26.80,54.36,26.67,12.39,9.53,64.33,75.88,26.25,57.84,27.57,14.76,9.46,-2.69,-2.32,0.55,-3.49,-0.90,-2.37,0.07,54.40,59.48,-5.08,52.08,53.38,-1.30,47.64,47.86,-0.21,47.36,46.59,0.77,26.04,26.45,-0.42,6.91,8.29,-1.38,88.38,87.42,0.96,81.604898421,68.726504114,-12.87839431,34.286917011,27.716463404,-6.570453607,61.54386462,57.446558595,-4.097306025,28.651677104,29.954822943,1.3031458388,47.621600841,46.75931573,-0.862285111,24.100836915,22.180705842,-1.920131072,40.68134349,39.882239807,-0.799103684
6200,strong_typical,Typical,67.30,82.09,32.56,69.67,36.28,10.11,16.82,68.76,77.42,30.12,63.50,41.10,10.47,14.80,-1.46,4.67,2.44,6.17,-4.82,-0.36,2.02,51.37,52.95,-1.58,51.40,50.24,1.16,48.78,50.46,-1.68,45.74,46.41,-0.67,31.20,33.91,-2.71,11.75,13.60,-1.85,75.88,76.21,-0.33,80.768678041,68.39881373,-12.36986431,33.141388033,33.302095459,0.1607074253,62.085776383,59.142628848,-2.943147535,31.777399509,30.394422569,-1.38297694,61.008923247,52.625614681,-8.383308566,17.121586513,14.970296771,-2.151289743,36.082708671,34.550865538,-1.531843133
4976,Atypical,Atypical,58.65,72.99,43.04,70.27,33.69,16.64,18.89,72.25,77.54,38.68,72.06,35.36,17.83,21.06,-13.61,-4.55,4.35,-1.79,-1.67,-1.20,-2.17,52.35,57.18,-4.84,53.31,55.76,-2.45,49.03,49.66,-0.64,51.54,52.32,-0.77,29.06,30.09,-1.02,16.18,18.26,-2.08,79.60,77.94,1.66,72.366114276,78.511147172,6.1450328967,33.269104615,38.996658905,5.7275542901,64.098859114,65.910626324,1.8117672099,32.751269077,31.092138299,-1.659130778,55.035703295,53.153570175,-1.882133121,28.126673109,28.723705371,0.597032262,34.935402678,34.444117657,-0.491285021
6656,Atypical,Atypical,57.06,71.26,20.15,52.90,20.72,6.41,8.24,62.95,72.90,21.90,51.79,22.24,7.64,7.26,-5.88,-1.63,-1.75,1.11,-1.52,-1.23,0.98,57.64,57.39,0.25,57.07,57.60,-0.54,58.31,46.60,11.70,54.50,54.81,-0.31,25.38,23.86,1.52,8.20,9.77,-1.57,86.98,84.54,2.44,61.561555903,68.232469726,6.6709138232,20.199598717,32.945465366,12.745866648,58.52295633,57.123499508,-1.399456821,34.856293418,36.404919007,1.548625589,48.634571831,44.637927333,-3.996644498,23.474824869,23.723150641,0.2483257716,32.763738376,37.730934176,4.9671958007
3537,strong_typical,Typical,63.57,70.84,42.67,61.71,37.55,27.49,18.28,65.53,70.61,39.19,68.96,43.82,27.09,15.98,-1.96,0.23,3.48,-7.25,-6.27,0.40,2.30,41.56,48.90,-7.33,41.41,52.79,-11.38,49.63,45.53,4.09,39.36,51.26,-11.90,17.48,22.34,-4.86,10.61,9.45,1.16,83.56,85.06,-1.49,76.636247686,68.6883023,-7.947945385,31.214164773,24.035966748,-7.178198025,51.403969028,62.130321249,10.726352222,24.866417711,29.672209312,4.8057916007,58.207486416,49.044775906,-9.16271051,20.898002163,25.131676404,4.2336742408,31.741471424,34.114587855,2.3731164308
8629,strong_typical,Typical,48.25,73.48,24.39,61.11,30.02,14.33,17.20,57.87,70.32,21.50,53.55,21.58,18.57,14.69,-9.63,3.16,2.89,7.56,8.43,-4.24,2.51,52.81,56.83,-4.02,54.59,53.71,0.89,56.22,58.86,-2.64,49.91,48.80,1.11,26.64,23.42,3.22,14.42,18.59,-4.17,74.52,77.26,-2.73,75.48491687,76.142931518,0.6580146484,44.732927348,33.817716034,-10.91521131,76.519525647,75.123359758,-1.396165889,39.968995443,32.492749624,-7.476245819,65.944644357,64.250536048,-1.694108309,34.553991125,38.690745813,4.1367546878,48.60880614,46.56182191,-2.046984231
6028,mild_typical,Typical,54.68,76.97,23.88,60.58,20.97,14.14,18.98,64.31,80.20,24.60,62.86,22.91,14.55,16.38,-9.63,-3.23,-0.72,-2.27,-1.94,-0.40,2.60,46.77,51.90,-5.13,52.57,54.71,-2.14,34.52,38.07,-3.55,43.83,47.82,-3.99,18.74,20.75,-2.01,12.06,13.67,-1.60,75.27,76.55,-1.28,75.21078031,76.050059073,0.8392787637,31.787321851,33.736705373,1.9493835219,71.153201625,72.836322633,1.683121008,29.389173659,34.063560733,4.6743870733,58.433904508,60.369275598,1.9353710907,38.216708537,38.392865404,0.1761568668,38.018501467,39.035915693,1.017414226
3478,strong_typical,Typical,73.36,79.85,43.04,62.34,40.58,19.01,16.08,81.86,81.53,46.20,65.64,44.30,16.93,14.16,-8.50,-1.69,-3.16,-3.30,-3.73,2.08,1.92,42.84,47.25,-4.40,47.90,51.60,-3.70,35.49,38.60,-3.12,44.86,49.83,-4.97,28.43,35.90,-7.47,16.72,26.12,-9.40,78.90,81.28,-2.38,73.049814395,78.573701215,5.5238868201,30.125669063,31.876485601,1.7508165379,65.533781575,59.25767548,-6.276106095,27.499748334,29.712789818,2.2130414836,40.682661685,33.047283596,-7.635378089,14.335847695,14.518417637,0.1825699419,17.402284307,19.710362199,2.3080778918
1662,strong_typical,Typical,74.16,78.98,29.81,56.73,29.81,8.06,15.59,67.90,69.92,27.82,51.24,36.29,9.42,14.68,6.27,9.06,1.99,5.49,-6.48,-1.36,0.91,55.70,57.10,-1.40,59.22,56.44,2.78,39.01,36.66,2.34,54.33,52.40,1.93,27.31,27.34,-0.03,21.01,18.12,2.89,79.44,77.97,1.47,81.483238817,59.779218118,-21.7040207,40.253877209,29.012733616,-11.24114359,58.397748445,46.684002314,-11.71374613,38.541379246,34.473421184,-4.067958062,60.370507061,48.410308963,-11.9601981,16.020173179,15.345348975,-0.674824204,27.301530186,25.543759985,-1.757770201
4890,Atypical,Atypical,54.15,80.45,31.70,62.11,15.73,8.71,14.81,66.51,73.36,16.67,51.11,10.74,8.54,8.96,-12.36,7.10,15.02,11.00,4.99,0.18,5.85,51.78,54.48,-2.70,54.29,54.07,0.22,40.73,32.75,7.98,51.25,49.76,1.49,24.77,23.20,1.57,8.04,9.84,-1.80,75.55,74.46,1.08,61.928967073,79.427854237,17.498887164,33.36177821,29.525619264,-3.836158946,63.035414887,72.286927434,9.2515125474,46.624624063,36.878195501,-9.746428562,55.434441612,57.43866529,2.0042236781,36.830051055,38.842515978,2.0124649232,39.99412749,42.56019306,2.5660655692
3194,mild_typical,Typical,56.75,77.59,23.34,62.18,25.65,12.68,11.06,62.51,76.69,21.73,58.44,30.30,10.85,8.95,-5.76,0.90,1.61,3.74,-4.65,1.83,2.11,60.18,62.12,-1.94,60.65,63.81,-3.16,50.18,57.05,-6.87,54.77,55.99,-1.22,41.80,49.13,-7.34,8.82,20.53,-11.71,88.67,88.87,-0.21,80.66900028,71.024667508,-9.644332772,37.613369204,25.688026924,-11.92534228,64.31518968,56.186299784,-8.128889897,32.322760511,28.804245958,-3.518514554,60.893234237,51.909654099,-8.983580138,26.035325457,22.473142323,-3.562183134,42.197626854,40.281827167,-1.915799687
9447,mild_typical,Typical,65.07,79.16,26.41,58.18,25.95,12.11,14.59,69.40,75.47,25.62,55.19,23.31,11.95,14.43,-4.32,3.69,0.79,2.99,2.64,0.17,0.16,48.18,49.32,-1.14,55.19,54.05,1.13,34.64,34.53,0.11,44.46,43.76,0.71,10.38,9.02,1.37,12.43,15.31,-2.88,81.53,82.19,-0.65,64.381407745,74.955157716,10.573749971,25.970541086,28.53449584,2.5639547537,59.06157087,65.809999427,6.7484285576,29.651319674,33.33352846,3.6822087865,63.786871325,66.379759745,2.59288842,20.033760788,18.841082272,-1.192678516,26.238236762,27.603308054,1.3650712913
8890,mild_typical,Typical,56.13,74.30,23.62,55.67,30.33,12.25,17.98,65.39,74.14,21.52,49.82,36.70,11.92,15.28,-9.26,0.16,2.10,5.84,-6.37,0.33,2.70,63.85,57.26,6.59,65.51,63.51,2.00,63.76,56.56,7.20,64.17,59.99,4.17,44.17,38.77,5.40,22.34,23.14,-0.80,86.08,85.57,0.51,73.138025837,66.832398821,-6.305627016,33.232970824,30.608536139,-2.624434685,51.344877596,49.31175495,-2.033122646,36.20217787,32.142849534,-4.059328336,63.593932605,52.282088249,-11.31184436,18.154032734,19.726773256,1.572740522,34.539269981,36.512040612,1.9727706311
3319,mild_typical,Typical,52.44,82.27,36.08,65.86,18.80,16.96,14.33,64.16,82.14,30.79,71.54,24.04,17.86,13.49,-11.72,0.13,5.29,-5.68,-5.24,-0.90,0.84,53.01,55.14,-2.13,58.44,56.99,1.45,48.70,45.65,3.04,55.83,56.52,-0.69,33.37,31.84,1.53,12.78,16.39,-3.61,83.78,83.22,0.56,75.130494657,77.614327825,2.4838331676,30.996706257,25.54428493,-5.452421327,61.811176127,62.908894308,1.0977181809,36.300256155,30.586656214,-5.713599941,57.01746329,48.460630278,-8.556833012,33.123903196,32.867079319,-0.256823878,36.341730346,36.313108117,-0.028622229
1498,mild_typical,Typical,57.32,79.45,26.61,59.69,28.73,14.75,14.68,58.84,80.45,27.34,60.13,27.77,14.04,11.53,-1.52,-1.01,-0.73,-0.44,0.96,0.71,3.14,49.54,50.00,-0.46,54.38,54.02,0.36,41.42,41.10,0.31,44.58,46.95,-2.37,29.26,31.21,-1.96,13.02,15.14,-2.12,81.78,81.65,0.14,73.481512027,65.86745716,-7.614054867,28.300552214,27.493381048,-0.807171166,60.302682141,63.907128015,3.6044458749,32.325762509,37.822040974,5.4962784651,67.111514267,72.152490568,5.0409763008,24.169828438,21.481472681,-2.688355757,35.753031183,34.800414418,-0.952616764
5364,mild_typical,Typical,52.30,82.71,33.81,71.22,34.24,20.19,15.08,57.07,79.66,33.52,59.94,28.28,20.41,14.38,-4.77,3.05,0.29,11.27,5.96,-0.22,0.70,48.82,50.80,-1.98,50.01,52.86,-2.85,40.11,37.83,2.28,51.13,51.99,-0.86,34.74,39.00,-4.26,5.50,10.21,-4.72,85.35,83.83,1.52,70.215227424,79.138992538,8.923765114,27.183142121,26.882638377,-0.300503743,74.563954494,77.35092152,2.7869670259,38.755219413,30.261364689,-8.493854724,57.084377938,58.383721569,1.2993436305,25.414475655,22.101707864,-3.312767791,39.043319474,36.262114647,-2.781204828
3769,strong_typical,Typical,56.82,78.24,40.73,66.15,30.46,22.20,20.48,66.34,76.51,34.60,61.41,28.40,22.92,16.26,-9.52,1.73,6.13,4.75,2.06,-0.72,4.22,49.59,52.28,-2.68,55.48,52.60,2.89,39.89,38.82,1.07,47.29,43.37,3.92,40.12,41.48,-1.36,13.42,15.46,-2.03,77.60,78.92,-1.32,72.206526544,82.795252314,10.58872577,22.714365339,30.473765257,7.7593999184,75.456351917,74.673347563,-0.783004354,26.60828129,36.512190723,9.9039094334,50.702352688,47.958832661,-2.743520027,27.311404819,23.418949637,-3.892455182,30.884521137,33.911353992,3.0268328552
361,strong_typical,Typical,64.34,82.48,27.87,64.31,29.05,17.00,11.31,68.66,73.14,21.89,47.30,38.34,14.52,12.86,-4.32,9.34,5.98,17.00,-9.29,2.48,-1.55,44.54,49.61,-5.08,56.32,58.40,-2.09,47.71,49.74,-2.03,55.41,57.96,-2.55,23.92,21.34,2.58,13.91,25.59,-11.68,86.40,86.83,-0.43,71.67574221,73.338390738,1.6626485282,31.55257746,26.952899209,-4.59967825,58.753785044,58.319666682,-0.434118361,43.547453021,30.35810731,-13.18934571,65.35965066,50.628923941,-14.73072672,24.676651091,30.164141343,5.4874902513,27.129501364,26.770778642,-0.358722722
7263,mild_typical,Typical,58.74,81.59,45.80,69.07,39.46,19.26,16.97,78.00,88.33,43.47,67.19,42.13,20.20,16.92,-19.27,-6.74,2.33,1.89,-2.67,-0.95,0.04,51.08,54.12,-3.04,52.30,51.83,0.47,47.34,46.60,0.74,50.20,47.76,2.43,26.02,26.86,-0.84,12.66,15.51,-2.85,81.76,81.98,-0.22,81.574422299,66.391483802,-15.1829385,28.552832142,27.332157838,-1.220674304,70.163315221,63.702241845,-6.461073376,54.420054811,41.951892812,-12.468162,49.098170954,39.268982346,-9.829188608,30.422584079,29.242832753,-1.179751327,31.183381031,30.828899531,-0.3544815
8603,strong_typical,Typical,61.64,82.49,26.21,73.70,28.93,15.68,16.57,67.88,79.62,15.64,74.15,28.18,12.22,16.07,-6.24,2.87,10.57,-0.44,0.75,3.46,0.49,54.13,57.22,-3.09,56.96,57.33,-0.38,47.48,52.10,-4.62,54.78,57.62,-2.84,29.01,32.04,-3.02,11.20,12.43,-1.23,85.44,83.79,1.64,74.937013705,78.606309012,3.6692953071,37.885399653,31.596289253,-6.2891104,63.95945218,67.195881834,3.236429654,36.271824853,30.042373766,-6.229451086,64.118051748,59.782944706,-4.335107042,29.869818657,35.931051581,6.0612329235,42.961754525,41.059115228,-1.902639298
5529,mild_typical,Typical,67.81,83.93,38.24,66.78,38.61,20.62,15.99,69.20,79.16,37.71,69.55,26.99,20.18,16.76,-1.39,4.78,0.53,-2.77,11.62,0.44,-0.77,49.88,50.06,-0.18,52.86,50.88,1.98,48.05,45.44,2.61,46.12,49.43,-3.31,24.25,18.87,5.37,14.04,14.50,-0.46,84.88,82.67,2.21,81.865835737,80.474629085,-1.391206652,37.002943032,35.077452934,-1.925490099,69.802957849,70.387928592,0.5849707428,39.204828662,40.17873576,0.9739070979,59.980431993,55.877957337,-4.102474656,39.891958564,36.364299574,-3.52765899,39.478251898,36.52307143,-2.955180468
6161,strong_typical,Typical,58.58,72.70,24.39,54.23,21.48,6.99,15.41,69.79,78.15,17.62,58.88,30.61,8.40,14.18,-11.22,-5.44,6.77,-4.65,-9.13,-1.40,1.23,58.26,60.61,-2.35,58.55,61.60,-3.05,63.52,56.63,6.89,58.17,62.29,-4.12,35.17,39.75,-4.58,6.93,10.54,-3.61,84.20,84.66,-0.46,75.602231589,75.603596369,0.0013647805,29.437658352,25.815559502,-3.62209885,46.896940586,49.290243225,2.3933026392,36.36843074,33.528433195,-2.839997545,53.835575401,37.237643151,-16.59793225,16.443272275,14.219470336,-2.223801939,36.874977248,37.587761866,0.7127846188
5181,mild_typical,Typical,60.11,71.65,32.53,52.28,32.04,11.38,11.96,70.59,75.44,32.83,61.10,34.36,11.50,10.44,-10.47,-3.79,-0.29,-8.82,-2.32,-0.12,1.52,45.87,49.74,-3.87,52.69,54.83,-2.14,51.50,55.10,-3.60,49.60,52.13,-2.53,20.49,19.07,1.42,23.65,25.35,-1.70,82.30,81.10,1.19,64.404536363,81.587103273,17.182566909,26.231974559,30.405732893,4.1737583342,56.250041079,50.718722718,-5.531318361,24.203049681,26.191034445,1.9879847644,55.733271622,46.715859085,-9.017412537,16.514882827,14.329996265,-2.184886562,24.663888166,25.046198148,0.3823099823
1652,strong_typical,Typical,54.86,84.11,31.63,71.92,34.63,27.01,16.61,63.58,79.67,24.68,70.86,34.26,24.08,16.51,-8.71,4.45,6.95,1.06,0.37,2.93,0.10,41.65,43.87,-2.22,49.69,48.38,1.31,34.60,35.81,-1.21,43.81,44.66,-0.85,19.09,18.32,0.77,18.59,20.46,-1.87,79.58,84.83,-5.25,77.089341464,77.298190704,0.2088492399,31.264169608,23.092911042,-8.171258565,63.918782305,67.081292801,3.1625104958,40.214156063,28.653543368,-11.56061269,61.457662111,55.510851505,-5.946810606,34.284310015,41.531912991,7.2476029767,32.639089173,37.366461293,4.7273721194
5839,mild_typical,Typical,61.58,76.89,36.10,61.46,20.58,11.56,13.16,66.07,74.77,29.42,54.51,27.41,12.58,12.03,-4.49,2.11,6.68,6.95,-6.83,-1.01,1.13,56.71,61.22,-4.52,57.28,58.19,-0.91,61.42,58.82,2.60,51.49,58.54,-7.05,22.80,29.00,-6.19,16.28,15.65,0.63,86.82,85.95,0.86,75.919210649,73.991341953,-1.927868696,30.816938411,33.991719829,3.1747814183,69.466191616,65.464145317,-4.002046299,35.15406798,36.852805319,1.6987373399,41.642690749,42.319289328,0.6765985791,27.307946948,30.161654325,2.853707377,40.51910377,35.586976833,-4.932126937
7196,mild_typical,Typical,51.85,82.16,34.53,65.88,27.33,11.78,18.53,65.58,70.93,25.75,63.29,26.52,13.29,12.70,-13.72,11.22,8.79,2.59,0.81,-1.51,5.83,46.09,53.25,-7.15,57.59,56.97,0.62,53.08,52.33,0.75,57.04,53.45,3.59,19.01,19.78,-0.77,9.51,13.72,-4.21,82.25,85.25,-2.99,72.961615028,79.124254701,6.1626396725,27.430136493,25.334647214,-2.095489279,53.111112639,49.740460377,-3.370652262,34.920414184,26.632844743,-8.287569442,57.267935666,51.290592928,-5.977342738,28.555224467,26.600535181,-1.954689286,33.26726618,32.880043998,-0.387222183
4114,strong_typical,Typical,58.19,83.91,42.96,64.35,25.91,17.53,20.09,60.90,75.58,34.11,63.21,22.67,16.39,12.73,-2.71,8.33,8.85,1.14,3.24,1.14,7.36,47.90,49.00,-1.10,52.13,53.04,-0.90,38.08,36.43,1.65,49.48,48.63,0.85,19.00,21.95,-2.96,7.23,14.87,-7.65,78.95,80.63,-1.68,77.168949531,65.302241072,-11.86670846,27.141792336,22.147756503,-4.994035833,77.643927242,65.233950491,-12.40997675,34.391681856,29.1853227,-5.206359156,54.789924616,52.163849771,-2.626074844,27.470318048,24.920843862,-2.549474186,28.383938196,26.624109403,-1.759828793
5575,strong_typical,Typical,48.81,77.14,25.60,58.70,24.35,14.39,13.22,59.87,78.33,22.52,69.66,18.00,12.41,12.26,-11.06,-1.19,3.08,-10.96,6.35,1.98,0.96,50.42,53.18,-2.76,56.63,57.90,-1.27,46.38,48.37,-1.99,52.13,54.57,-2.44,22.54,18.14,4.40,16.97,20.73,-3.76,79.97,79.67,0.30,70.747869446,74.45396808,3.7060986341,30.960134642,33.394792591,2.434657949,70.46414002,73.787250617,3.3231105974,32.60366665,35.183144156,2.5794775063,64.677823942,56.855313314,-7.822510628,39.322711165,37.100568289,-2.222142876,39.697508554,39.652641513,-0.044867041
2270,strong_typical,Typical,53.50,66.72,35.34,50.22,24.77,10.79,10.67,65.23,66.71,29.26,42.97,26.04,9.59,11.50,-11.73,0.01,6.08,7.25,-1.28,1.20,-0.83,48.96,54.27,-5.31,51.96,57.44,-5.48,50.46,48.62,1.84,50.12,56.34,-6.22,26.09,24.41,1.68,13.53,13.43,0.10,80.75,83.83,-3.08,65.639314363,71.63600831,5.9966939465,23.37603367,26.720992016,3.3449583461,56.145119324,65.236093526,9.0909742014,30.808476625,29.071963508,-1.736513117,44.117669089,39.325565957,-4.792103132,19.052066211,22.567705746,3.5156395355,26.711466896,27.279498435,0.5680315389
5532,strong_typical,Typical,52.19,78.44,24.64,52.39,26.72,12.83,11.76,59.43,77.33,23.02,45.26,28.26,13.44,10.59,-7.24,1.12,1.62,7.13,-1.54,-0.61,1.17,48.69,51.58,-2.89,53.01,54.18,-1.17,48.94,37.27,11.67,49.45,42.75,6.70,24.34,24.03,0.31,8.11,8.18,-0.07,83.19,80.99,2.21,62.905282088,71.570962511,8.6656804231,25.593148369,23.494502737,-2.098645631,54.367529992,56.15037913,1.7828491383,34.669475945,30.333947156,-4.335528788,61.592798157,52.734594492,-8.858203666,15.054889256,11.92177905,-3.133110206,31.071475577,30.840967726,-0.230507852
5954,mild_typical,Typical,63.13,83.58,30.74,74.46,34.89,19.18,18.70,62.55,85.02,32.37,67.77,33.44,16.88,15.15,0.57,-1.44,-1.63,6.68,1.45,2.30,3.55,46.63,44.10,2.53,50.75,51.99,-1.24,45.88,33.37,12.51,47.50,47.54,-0.04,20.17,13.29,6.88,15.76,17.35,-1.59,84.84,85.84,-1.00,78.764246811,74.980092392,-3.784154418,24.7991539,26.833486314,2.0343324145,70.621224037,66.915894012,-3.705330025,35.575840563,29.567578147,-6.008262416,74.61151533,66.798314985,-7.813200346,24.186670226,26.934103154,2.7474329285,31.763658297,33.657571074,1.8939127772
865,mild_typical,Typical,59.55,86.04,46.91,66.09,23.62,21.21,20.76,71.27,86.19,41.17,68.48,19.95,27.18,22.00,-11.72,-0.15,5.75,-2.40,3.67,-5.97,-1.24,52.28,60.66,-8.38,61.32,61.28,0.04,52.32,47.71,4.61,55.86,57.32,-1.46,19.73,11.77,7.96,23.46,27.56,-4.10,80.30,78.23,2.07,74.402956865,69.248594048,-5.154362817,23.72996667,25.281520945,1.5515542745,62.450630139,54.616115473,-7.834514666,36.502165848,30.078989926,-6.423175922,49.627173628,45.424352141,-4.202821487,32.42094083,28.418738666,-4.002202163,31.342401889,30.253007809,-1.08939408
9240,strong_typical,Typical,57.45,82.95,45.24,73.49,30.89,14.54,18.11,68.40,79.63,32.81,64.22,32.90,13.63,9.50,-10.95,3.32,12.43,9.27,-2.01,0.92,8.61,45.17,53.06,-7.90,54.29,55.46,-1.16,41.24,40.33,0.91,52.67,51.95,0.73,32.63,34.99,-2.37,13.03,16.54,-3.50,80.32,80.20,0.12,76.193514287,58.939824518,-17.25368977,33.877661327,24.272540496,-9.60512083,66.065447094,54.318024203,-11.74742289,30.971904784,22.024877606,-8.947027178,67.314069423,51.945762056,-15.36830737,20.369978909,20.923456734,0.5534778247,29.7179219,31.694360815,1.9764389143
5522,mild_typical,Typical,56.53,76.42,24.91,65.82,27.68,11.22,13.01,64.05,78.13,23.14,66.08,27.87,12.43,11.73,-7.52,-1.71,1.77,-0.27,-0.18,-1.21,1.28,48.61,48.85,-0.24,52.61,52.89,-0.28,40.04,31.84,8.20,48.45,49.05,-0.60,19.47,19.50,-0.03,5.53,7.50,-1.97,85.35,85.15,0.20,75.805981571,72.137330924,-3.668650646,29.074322315,30.057806066,0.983483751,60.915378909,58.753797118,-2.161581791,34.588536765,32.430571991,-2.157964775,58.463864573,53.377765206,-5.086099367,34.488628472,34.552683346,0.0640548747,32.588755717,33.041746437,0.4529907203
2945,strong_typical,Typical,58.61,68.72,18.66,60.05,26.80,8.59,10.35,66.18,70.21,15.56,61.59,32.56,10.42,8.03,-7.56,-1.50,3.09,-1.54,-5.76,-1.83,2.32,49.07,49.10,-0.03,59.61,58.67,0.94,51.91,48.53,3.39,57.91,57.55,0.37,35.24,28.48,6.75,15.33,13.48,1.85,87.96,88.08,-0.12,70.01430448,60.463210824,-9.551093656,36.437921223,26.972066165,-9.465855058,55.53932086,52.466247631,-3.07307323,34.813376863,22.129668405,-12.68370846,63.481766098,53.5903528,-9.891413298,26.741743691,27.428537193,0.6867935026,29.635965329,28.38413922,-1.251826109
8323,strong_typical,Typical,50.47,83.63,29.00,80.21,28.64,13.47,20.80,53.67,77.74,23.27,72.92,16.48,9.84,13.94,-3.20,5.89,5.73,7.28,12.16,3.64,6.85,50.58,54.48,-3.90,61.48,59.51,1.98,46.71,43.15,3.56,60.56,59.39,1.16,28.16,19.91,8.25,21.36,20.00,1.36,79.73,76.68,3.05,74.230839255,74.387506328,0.1566670729,28.304952093,22.054928877,-6.250023216,73.393161046,71.81891616,-1.574244886,30.106506285,21.239339717,-8.867166568,59.304847586,59.330256129,0.025408543,35.908365814,37.968176667,2.0598108531,36.794905908,40.214438533,3.4195326254
3491,strong_typical,Typical,62.85,81.56,36.72,71.05,37.45,14.01,16.29,71.48,76.75,29.73,60.29,39.76,15.13,14.69,-8.63,4.81,6.99,10.76,-2.30,-1.12,1.59,52.49,55.43,-2.94,53.76,52.64,1.12,40.88,35.33,5.55,51.43,56.90,-5.47,29.45,29.17,0.27,15.04,14.30,0.74,79.29,83.57,-4.28,82.063174921,77.609192846,-4.453982075,39.809439582,34.846378116,-4.963061466,63.067128331,64.44361926,1.3764909295,36.789308217,26.193313587,-10.59599463,66.10540693,53.426317718,-12.67908921,37.774610081,37.142922489,-0.631687592,34.090804835,38.097890396,4.0070855605
2042,Atypical,Atypical,57.14,79.35,35.40,65.59,31.97,9.99,14.27,67.98,84.07,29.46,69.97,36.42,10.50,13.42,-10.84,-4.72,5.94,-4.38,-4.45,-0.52,0.85,46.64,47.50,-0.86,53.15,52.24,0.91,39.55,37.14,2.41,49.20,48.50,0.70,23.79,23.14,0.65,12.45,17.42,-4.96,74.48,72.16,2.32,67.097507588,64.683698293,-2.413809295,19.479806809,25.458978866,5.9791720577,54.960505284,46.788399176,-8.172106108,20.367211175,26.649440737,6.2822295614,58.066210908,53.473847388,-4.592363521,17.287426672,14.784562529,-2.502864143,24.611288809,23.515365654,-1.095923156
2546,strong_typical,Typical,68.82,79.13,30.11,62.44,40.87,22.39,12.58,75.97,74.45,27.12,47.12,42.97,22.19,9.01,-7.15,4.68,2.99,15.33,-2.10,0.20,3.57,36.66,41.22,-4.55,46.08,51.26,-5.17,30.77,32.46,-1.68,41.73,49.13,-7.40,26.95,27.04,-0.09,15.55,20.78,-5.23,82.34,86.31,-3.97,81.422972452,79.975593489,-1.447378962,35.296158329,41.801902495,6.5057441655,59.287257517,60.665208255,1.3779507387,27.591633291,32.768674001,5.1770407108,67.135567355,60.09056437,-7.045002984,28.595412815,26.486460462,-2.108952353,24.302629423,25.40628289,1.1036534674
246,strong_typical,Typical,60.89,81.13,32.60,68.05,37.48,24.74,15.60,67.29,77.65,24.95,66.82,37.49,26.16,10.05,-6.40,3.48,7.66,1.23,-0.01,-1.42,5.55,39.89,40.06,-0.17,45.88,42.92,2.96,39.63,38.42,1.21,47.41,43.14,4.27,20.30,15.15,5.15,13.88,13.42,0.47,78.65,83.80,-5.15,77.337182017,85.39224186,8.0550598436,29.538713451,30.595335414,1.0566219635,66.042550117,64.408253541,-1.634296576,33.649683637,35.244875086,1.5951914489,63.370600775,56.456413125,-6.91418765,32.659188231,30.310687236,-2.348500995,30.548752206,33.835338678,3.2865864719
