Participant,Cluster - MMHC (category),Cluster - MMHC binaire (category),Cont - L - Std,Default - L - Std,DorsAttn - L - Std,Limbic - L - Std,SalVentAttn - L - Std,SomMot - L - Std,Vis - L - Std,Cont - R - Std,Default - R - Std,DorsAttn - R - Std,Limbic - R - Std,SalVentAttn - R - Std,SomMot - R - Std,Vis - R - Std,Cont - Asym - Std,Default - Asym - Std,DorsAttn - Asym - Std,Limbic - Asym - Std,SalVentAttn - Asym - Std,SomMot - Asym - Std,Vis - Asym - Std,Cont - G2 - Std - L,Cont - G2 - Std - R,Cont - G2 - Std - Asym,Default - G2 - Std - L,Default - G2 - Std - R,Default - G2 - Std - Asym,DorsAttn - G2 - Std - L,DorsAttn - G2 - Std - R,DorsAttn - G2 - Std - Asym,Limbic - G2 - Std - L,Limbic - G2 - Std - R,Limbic - G2 - Std - Asym,SalVentAttn - G2 - Std - L,SalVentAttn - G2 - Std - R,SalVentAttn - G2 - Std - Asym,SomMot - G2 - Std - L,SomMot - G2 - Std - R,SomMot - G2 - Std - Asym,Vis - G2 - Std - L,Vis - G2 - Std - R,Vis - G2 - Std - Asym,Cont - G3 - R - Std,Cont - G3 - L - Std,Cont - G3 - asym - Std,Default - G3 - R - Std,Default - G3 - L - Std,Default - G3 - asym - Std,DorsAttn - G3 - R - Std,DorsAttn - G3 - L - Std,DorsAttn - G3 - asym - Std,Limbic - G3 - R - Std,Limbic - G3 - L - Std,Limbic - G3 - asym - Std,SalVentAttn - G3 - R - Std,SalVentAttn - G3 - L - Std,SalVentAttn - G3 - asym - Std,SomMot - G3 - R - Std,SomMot - G3 - L - Std,SomMot - G3 - asym - Std,Vis - G3 - R - Std,Vis - G3 - L - Std,Vis - G3 - asym - Std
876,strong_typical,Typical,61.73,73.15,39.23,64.51,35.65,16.90,18.35,67.37,75.59,33.22,66.93,38.44,17.83,17.49,-5.64,-2.44,6.01,-2.42,-2.79,-0.93,0.86,48.28,50.49,-2.21,49.33,48.96,0.37,45.94,44.32,1.61,40.04,45.70,-5.66,16.54,16.75,-0.22,12.24,12.82,-0.57,79.68,80.41,-0.73,73.367356639,76.197894339,2.8305376993,25.042555287,26.010718787,0.9681635004,53.336324483,54.63248665,1.2961621671,28.83191057,30.586800848,1.7548902781,39.684232229,38.850965277,-0.833266952,27.147181585,27.861427072,0.7142454864,31.021019824,32.74990216,1.7288823363
8541,strong_typical,Typical,69.12,75.47,29.69,57.53,37.66,5.10,12.86,75.41,73.15,22.89,43.70,42.14,4.94,11.72,-6.29,2.31,6.81,13.83,-4.48,0.16,1.14,45.56,46.49,-0.93,50.51,54.18,-3.66,34.80,38.50,-3.70,47.14,47.15,-0.01,24.40,23.69,0.70,15.76,15.76,0.00,77.29,77.91,-0.62,68.78395745,70.044754687,1.2607972372,25.289249921,28.834494849,3.5452449276,40.958056758,43.812480508,2.8544237491,33.22537183,33.299025403,0.0736535723,56.044383561,40.771238427,-15.27314513,7.6743377862,7.1581627408,-0.516175045,16.528579992,17.907044546,1.3784645548
8206,strong_typical,Typical,55.38,74.04,29.44,53.25,24.25,8.98,9.06,62.28,73.15,27.73,59.20,27.86,9.13,10.44,-6.90,0.89,1.71,-5.95,-3.62,-0.15,-1.39,49.68,50.70,-1.02,54.53,55.47,-0.94,53.51,52.33,1.18,54.29,56.05,-1.76,21.92,20.23,1.69,9.74,13.63,-3.90,84.26,84.86,-0.60,75.215489312,60.515279664,-14.70020965,33.38500022,25.594018195,-7.790982025,56.091621182,54.062032662,-2.02958852,37.467132182,29.16351478,-8.303617402,67.210942101,50.519472998,-16.6914691,22.793420309,21.319098071,-1.474322239,34.960255726,34.846820708,-0.113435017
6787,strong_typical,Typical,58.67,82.82,26.06,73.45,23.44,13.20,16.14,52.94,80.36,24.46,69.71,20.39,12.61,13.23,5.73,2.46,1.60,3.74,3.05,0.59,2.91,48.50,47.95,0.55,51.96,53.11,-1.15,28.72,29.00,-0.28,51.54,48.55,2.99,18.90,16.12,2.78,11.70,13.12,-1.42,76.92,82.00,-5.07,79.326164187,61.9738691,-17.35229509,27.677648535,20.56027259,-7.117375946,75.282519358,71.226091175,-4.056428182,35.245889749,28.087095473,-7.158794277,65.816841236,61.194302989,-4.622538248,36.111831712,39.218582838,3.1067511266,34.419936455,37.082085782,2.6621493271
7706,mild_typical,Typical,69.18,75.34,48.07,57.93,29.96,16.56,14.70,72.81,73.48,43.85,51.04,31.61,13.91,17.10,-3.63,1.87,4.22,6.88,-1.65,2.64,-2.40,53.67,54.49,-0.82,55.99,55.45,0.54,47.94,47.28,0.66,53.95,46.88,7.06,21.36,20.96,0.40,18.91,16.06,2.85,85.83,81.96,3.87,72.831321034,79.946096031,7.1147749962,28.882784858,32.535834921,3.6530500627,63.413109941,65.728972211,2.3158622693,31.554267688,32.658195894,1.1039282055,44.72649094,40.479799467,-4.246691473,17.440207568,19.843975705,2.4037681374,21.50684165,20.642434231,-0.864407419
7801,mild_typical,Typical,60.13,77.97,38.42,59.72,39.23,21.46,11.83,71.57,73.29,34.88,58.98,42.33,22.33,7.95,-11.43,4.68,3.54,0.73,-3.10,-0.87,3.87,34.33,41.33,-7.00,47.77,46.09,1.69,37.93,32.35,5.58,47.37,41.81,5.56,18.51,15.74,2.77,26.33,23.95,2.38,81.19,82.44,-1.26,67.507338316,81.329759935,13.82242162,27.792157871,30.280113914,2.4879560435,62.144526009,67.510720995,5.3661949861,34.579343884,34.766498099,0.187154215,56.217615421,57.661524636,1.4439092155,22.837604536,25.126467656,2.2888631192,20.265449362,23.570141088,3.3046917263
7293,strong_typical,Typical,60.00,80.18,34.62,71.89,21.39,10.38,11.84,63.28,78.95,26.90,64.81,23.17,10.94,11.66,-3.28,1.23,7.72,7.08,-1.78,-0.55,0.19,45.86,48.35,-2.48,51.48,52.32,-0.84,40.03,38.02,2.02,49.19,46.62,2.57,16.35,18.30,-1.96,6.21,6.58,-0.37,83.44,80.43,3.01,76.365492057,74.083175906,-2.282316151,30.331439953,25.67526253,-4.656177423,62.557785764,54.833039421,-7.724746343,30.722869145,24.967776188,-5.755092957,60.361500773,53.292692026,-7.068808747,30.365791141,29.645284985,-0.720506156,31.85427208,30.718389032,-1.135883048
4898,strong_typical,Typical,49.79,68.60,19.59,53.53,23.85,7.14,8.85,62.33,74.01,21.04,50.53,26.06,7.60,9.00,-12.54,-5.41,-1.45,3.00,-2.20,-0.46,-0.15,53.51,57.75,-4.24,53.52,54.57,-1.06,56.20,47.98,8.22,48.70,53.48,-4.78,19.88,19.54,0.34,12.07,12.33,-0.26,82.72,83.63,-0.91,63.521472792,67.757906252,4.2364334598,27.337826792,29.699609584,2.361782792,51.700822778,55.67713006,3.9763072815,35.300897617,26.709412231,-8.591485386,50.029761105,45.007114212,-5.022646893,21.736895197,23.642073184,1.9051779875,36.852390352,33.682597982,-3.169792371
7785,strong_typical,Typical,65.83,82.11,44.83,70.86,47.03,10.86,19.18,66.91,80.76,40.29,63.58,43.37,14.09,15.60,-1.08,1.35,4.53,7.27,3.66,-3.23,3.58,49.18,50.50,-1.32,56.24,58.91,-2.67,39.41,36.46,2.95,54.11,53.50,0.61,28.54,21.45,7.08,34.00,34.58,-0.58,81.24,81.50,-0.26,86.485889703,79.989291518,-6.496598184,33.878903149,32.512429901,-1.366473248,78.43623616,69.1010508,-9.33518536,38.408786969,25.341881661,-13.06690531,71.49809148,60.136198727,-11.36189275,29.705900281,23.524295171,-6.18160511,27.871033733,24.768581423,-3.10245231
6469,strong_typical,Typical,49.61,75.69,33.18,52.89,20.17,12.68,14.66,65.68,82.15,32.31,40.16,23.66,11.75,11.89,-16.07,-6.46,0.87,12.74,-3.50,0.92,2.77,51.29,53.65,-2.37,57.38,57.52,-0.14,41.67,45.00,-3.32,55.29,45.22,10.07,24.89,29.82,-4.94,11.07,12.70,-1.63,77.82,77.08,0.74,78.032395717,79.387629444,1.3552337274,21.506963763,28.280519689,6.7735559259,67.770812882,60.629141641,-7.141671241,43.525199433,31.269674272,-12.25552516,49.796791061,44.810893163,-4.985897898,20.108908265,25.428176976,5.3192687113,32.899005076,35.300694776,2.4016896997
4513,mild_typical,Typical,54.23,78.83,23.07,67.80,23.95,14.84,13.95,45.03,74.54,17.00,65.61,20.21,18.96,11.16,9.20,4.29,6.07,2.19,3.75,-4.11,2.79,45.52,42.44,3.07,54.76,55.41,-0.65,41.11,35.42,5.69,54.22,51.91,2.31,25.56,19.66,5.90,20.81,24.13,-3.32,81.71,81.60,0.11,72.361085956,58.915965344,-13.44512061,25.804430424,21.783830977,-4.020599447,75.591709324,71.4465819,-4.145127424,26.233240677,23.959878027,-2.27336265,68.385202672,64.019885974,-4.365316698,35.038887743,34.54832798,-0.490559763,33.496033075,33.966117207,0.4700841319
8053,strong_typical,Typical,41.00,73.03,25.52,63.90,22.01,16.73,15.87,61.06,81.10,28.81,62.05,23.04,19.28,15.21,-20.06,-8.07,-3.29,1.85,-1.03,-2.54,0.67,58.76,62.20,-3.44,60.03,61.72,-1.69,59.94,51.34,8.60,58.64,60.03,-1.38,24.59,23.72,0.87,26.64,23.64,3.00,84.29,84.73,-0.44,67.098320806,73.5066933,6.4083724946,31.701683078,31.939942758,0.2382596797,67.805138452,75.892734205,8.0875957538,31.231483822,33.570324291,2.3388404681,55.99911801,56.540650173,0.5415321636,33.364320779,38.738525324,5.3742045448,41.400743335,43.262987438,1.8622441029
315,mild_typical,Typical,59.18,82.35,39.83,73.35,35.17,22.98,20.04,56.00,80.79,28.04,70.33,27.85,23.33,14.83,3.18,1.56,11.79,3.02,7.32,-0.35,5.21,51.59,49.58,2.00,53.83,53.40,0.43,47.94,45.90,2.04,49.71,51.98,-2.26,24.00,16.88,7.12,17.72,12.93,4.79,82.23,85.86,-3.63,76.529750381,72.836178405,-3.693571976,26.778358152,29.698829748,2.9204715962,65.39377815,71.104338297,5.7105601473,33.753351232,34.852221294,1.0988700619,58.782688421,61.846755933,3.0640675117,41.305299922,42.96285294,1.6575530175,33.695977567,36.98299613,3.2870185633
412,mild_typical,Typical,64.46,83.40,37.57,80.65,42.16,35.34,27.60,56.69,69.03,29.96,54.11,32.59,22.98,22.75,7.77,14.37,7.61,26.55,9.57,12.36,4.85,31.46,45.35,-13.89,45.12,58.96,-13.84,26.69,35.49,-8.79,31.00,49.27,-18.27,13.30,33.45,-20.15,14.35,39.77,-25.43,70.45,74.91,-4.45,62.464494915,69.189425858,6.7249309434,44.893777808,27.467381788,-17.42639602,60.693655627,72.923088838,12.229433211,67.790227176,42.070315524,-25.71991165,53.236695693,61.629188385,8.3924926917,35.954650774,51.095887834,15.14123706,37.237760408,39.423080176,2.1853197682
9450,strong_typical,Typical,68.84,76.79,22.29,59.01,31.74,16.72,16.45,71.99,73.25,21.88,51.02,33.85,16.55,14.44,-3.15,3.54,0.41,7.99,-2.11,0.17,2.01,54.41,52.87,1.54,56.28,55.20,1.08,61.89,56.53,5.36,52.82,55.56,-2.73,26.17,23.64,2.53,17.67,16.69,0.98,85.77,84.27,1.50,77.768358211,78.756724407,0.9883661961,36.744040359,32.779306838,-3.964733521,50.569423291,51.336062641,0.7666393498,33.642601756,24.201760421,-9.440841335,53.28249222,53.003185014,-0.279307205,22.967126088,22.569365299,-0.397760789,33.952786677,35.411275105,1.4584884286
9831,mild_typical,Typical,51.35,80.63,20.29,67.48,23.33,11.76,11.91,59.45,77.68,19.46,76.27,20.03,13.29,9.95,-8.10,2.94,0.83,-8.78,3.30,-1.53,1.96,45.96,52.31,-6.34,52.97,53.99,-1.02,39.85,43.78,-3.93,47.74,53.79,-6.05,20.88,19.43,1.45,9.43,11.64,-2.21,79.20,82.62,-3.43,73.184670351,74.800773843,1.6161034916,28.563700405,27.308819557,-1.254880848,64.519232789,63.014305047,-1.504927742,26.33425668,30.964982463,4.6307257831,63.565829309,58.657291074,-4.908538234,34.172540782,31.574811503,-2.597729279,39.584243553,37.909014325,-1.675229228
4597,mild_typical,Typical,50.97,78.19,43.28,71.73,33.25,18.42,16.43,62.84,78.85,39.28,70.34,35.25,14.50,18.36,-11.87,-0.66,4.00,1.39,-2.00,3.91,-1.93,51.90,55.44,-3.54,58.84,61.68,-2.84,51.02,44.54,6.47,55.44,59.20,-3.76,33.87,35.82,-1.95,23.77,31.27,-7.49,84.43,82.41,2.02,73.776346157,83.114236346,9.337890189,27.992397901,28.205803208,0.2134053067,67.125970998,68.008901334,0.8829303368,35.869253163,32.823941119,-3.045312045,53.441411291,49.010071604,-4.431339686,28.564193487,32.93708459,4.3728911031,38.791067879,32.673978079,-6.117089799
1681,strong_typical,Typical,69.24,71.68,32.41,54.78,33.74,11.49,14.80,78.92,73.23,34.05,58.81,34.71,11.95,17.40,-9.68,-1.55,-1.64,-4.03,-0.97,-0.46,-2.60,55.44,60.01,-4.58,49.86,54.59,-4.73,50.36,56.72,-6.36,41.98,50.54,-8.56,24.03,31.36,-7.33,8.37,10.51,-2.14,75.14,78.58,-3.44,81.913366392,73.425104061,-8.48826233,39.303257062,32.834274599,-6.468982463,68.182595303,59.11589463,-9.066700673,35.446867687,30.13339809,-5.313469597,48.800773706,33.266089495,-15.53468421,18.087560541,15.387483088,-2.700077453,34.237852965,31.383254814,-2.854598151
4731,strong_typical,Typical,65.84,74.73,33.74,68.21,34.75,13.22,13.87,72.49,74.22,28.96,60.08,40.77,15.68,11.58,-6.65,0.51,4.78,8.13,-6.02,-2.47,2.29,49.10,52.79,-3.69,52.09,54.18,-2.09,49.43,50.52,-1.09,45.27,44.34,0.93,24.20,27.42,-3.23,10.72,12.13,-1.42,82.85,85.36,-2.50,79.218970861,76.935451324,-2.283519537,33.892023168,36.999845933,3.1078227645,59.426279857,55.568463677,-3.85781618,22.802775289,22.563909993,-0.238865296,61.182502296,48.90773637,-12.27476593,24.917420892,26.130797249,1.2133763576,34.302569422,37.026914775,2.7243453533
1293,strong_typical,Typical,59.99,85.68,34.56,64.90,22.92,16.41,14.13,63.45,79.84,22.23,59.88,25.41,16.73,11.93,-3.46,5.84,12.33,5.01,-2.49,-0.32,2.20,51.90,54.41,-2.50,54.61,52.61,2.00,47.71,44.82,2.88,45.08,43.96,1.12,20.09,23.55,-3.46,10.11,10.22,-0.11,83.10,83.98,-0.87,70.973745224,76.45061818,5.4768729563,20.926641624,28.131587406,7.2049457822,58.836823177,65.3540793,6.5172561227,27.137394205,25.425392201,-1.712002004,47.002535001,49.69104429,2.6885092882,21.710948874,25.170983198,3.4600343243,30.899825304,35.856518524,4.9566932199
3129,mild_typical,Typical,59.59,82.04,38.22,65.18,29.52,19.03,16.07,64.16,77.71,31.04,64.93,28.03,18.27,13.82,-4.57,4.33,7.18,0.25,1.48,0.76,2.25,45.62,48.46,-2.85,51.45,51.32,0.13,36.00,33.31,2.69,45.16,50.17,-5.01,16.79,14.16,2.63,9.08,10.26,-1.18,81.57,82.85,-1.28,69.13752503,75.360871987,6.2233469569,24.557104174,27.334539288,2.7774351136,69.237538852,66.279399603,-2.958139249,32.899706812,31.497798411,-1.401908401,64.534110169,61.022043325,-3.512066844,27.941975557,23.813747395,-4.128228162,26.345563377,29.751031802,3.4054684248
5040,strong_typical,Typical,55.47,76.52,32.62,62.42,31.41,15.30,12.46,66.61,76.39,27.63,51.83,36.80,15.92,12.96,-11.15,0.13,4.99,10.59,-5.39,-0.62,-0.51,48.71,51.39,-2.68,50.44,52.09,-1.64,47.50,44.16,3.34,51.24,43.81,7.43,27.09,30.78,-3.70,8.50,10.08,-1.58,82.93,80.96,1.97,71.619505709,74.352991422,2.7334857136,27.983280356,31.518568944,3.5352885872,58.196070308,60.796899438,2.6008291304,30.816051643,31.533374927,0.7173232838,58.445492365,46.648638087,-11.79685428,19.926910961,19.938513873,0.0116029124,33.350644997,37.236369938,3.8857249414
1134,strong_typical,Typical,60.21,74.11,26.96,51.73,23.49,8.94,18.12,62.90,70.82,25.52,51.48,20.24,8.91,14.09,-2.69,3.28,1.45,0.25,3.25,0.03,4.03,55.70,57.62,-1.92,58.74,59.42,-0.67,48.27,47.59,0.68,52.31,53.84,-1.54,33.58,33.98,-0.40,9.72,11.17,-1.45,82.58,80.45,2.13,76.6433334,71.355162802,-5.288170598,28.388742965,23.271154558,-5.117588407,63.069560321,63.069606389,0.0000460677,26.342835164,31.611605915,5.2687707518,46.202237618,42.953565116,-3.248672501,17.427826707,16.866299083,-0.561527624,29.440656309,31.492287832,2.0516315235
9056,strong_typical,Typical,54.13,75.06,26.20,62.81,24.73,16.27,15.27,67.31,82.20,26.18,69.07,26.25,15.19,14.60,-13.18,-7.14,0.02,-6.26,-1.52,1.08,0.67,46.04,50.01,-3.97,50.29,51.33,-1.04,34.00,33.89,0.11,42.91,46.85,-3.95,20.60,22.18,-1.58,16.31,17.83,-1.52,78.33,78.24,0.08,70.902949445,77.080096407,6.1771469611,31.284721427,36.311736647,5.0270152205,65.933073408,62.857072188,-3.07600122,29.786450857,31.156580341,1.3701294837,61.858655232,58.42294542,-3.435709812,35.538211302,34.609162388,-0.929048914,30.800839176,32.583597946,1.7827587701
8663,strong_typical,Typical,69.18,82.14,35.48,66.39,33.13,15.27,17.52,74.70,79.18,25.13,72.57,31.52,16.61,15.04,-5.52,2.95,10.34,-6.18,1.61,-1.34,2.48,56.91,59.50,-2.59,62.73,63.01,-0.28,56.84,57.41,-0.56,60.84,64.79,-3.94,25.02,18.51,6.52,42.76,40.62,2.14,84.25,86.69,-2.44,75.816228006,80.100853112,4.2846251063,24.900526533,37.389221419,12.488694887,58.785004389,61.900897096,3.1158927072,30.489554033,29.329333189,-1.160220844,52.582349438,53.107253204,0.5249037656,33.85693243,37.048733341,3.1918009109,32.188801561,34.736903629,2.5481020687
2799,strong_typical,Typical,70.35,75.37,28.84,65.22,28.31,11.22,15.65,68.88,74.85,19.41,57.30,29.38,12.05,13.47,1.48,0.52,9.43,7.91,-1.07,-0.82,2.18,53.73,56.03,-2.30,52.64,54.68,-2.03,55.49,53.99,1.49,48.91,56.45,-7.54,26.38,28.88,-2.50,11.41,12.02,-0.61,81.22,83.09,-1.87,77.38621976,64.21985089,-13.16636887,33.182544506,32.287751563,-0.894792943,57.657818,57.073929594,-0.583888406,34.477793655,27.316465283,-7.161328372,50.794535299,40.821021115,-9.973514185,26.969041002,26.541653919,-0.427387083,38.091123811,36.638891773,-1.452232037
2417,strong_typical,Typical,55.83,85.39,43.41,71.24,34.06,20.15,16.59,63.36,78.28,29.81,67.88,29.21,19.48,13.11,-7.54,7.11,13.60,3.36,4.85,0.67,3.48,45.46,51.72,-6.26,50.33,52.22,-1.88,45.30,43.50,1.79,46.49,46.34,0.15,30.20,27.75,2.45,6.41,8.08,-1.66,79.97,82.31,-2.34,69.894663818,75.429094237,5.5344304194,32.363509072,24.784667519,-7.578841552,68.236666549,70.707759061,2.4710925119,29.560910175,32.460909,2.8999988256,62.561691808,62.417675512,-0.144016296,21.898373254,22.01287266,0.1144994062,36.298412004,34.836620357,-1.461791647
7380,mild_typical,Typical,66.29,70.08,22.77,48.72,30.03,17.05,13.96,74.92,65.77,17.14,44.74,22.38,18.11,13.81,-8.63,4.31,5.63,3.98,7.64,-1.06,0.15,52.34,58.42,-6.08,54.36,54.15,0.21,41.25,37.86,3.39,45.62,39.90,5.73,36.53,32.34,4.19,20.51,20.49,0.02,78.57,78.93,-0.37,67.822930879,77.293896749,9.4709658698,28.200530234,38.505107833,10.304577599,35.215462386,38.359929415,3.1444670284,33.772668983,33.37659637,-0.396072613,45.601875211,59.762424855,14.160549644,19.308513332,18.251031732,-1.0574816,32.493596152,32.363250133,-0.130346019
1724,mild_typical,Typical,66.36,77.83,32.79,59.26,38.09,15.60,11.18,78.07,75.73,34.00,53.02,39.66,16.96,8.59,-11.71,2.10,-1.21,6.24,-1.57,-1.36,2.59,46.48,52.71,-6.23,51.70,52.71,-1.01,39.89,45.95,-6.06,44.04,43.50,0.54,17.76,18.81,-1.05,20.95,23.64,-2.69,84.07,86.74,-2.67,69.250702518,73.978431094,4.7277285757,34.045884913,36.59673325,2.5508483369,66.84981414,61.376844697,-5.472969443,39.478561797,40.429946513,0.9513847155,67.286066806,59.81167112,-7.474395686,22.558823402,14.67386968,-7.884953722,24.913309773,26.796099613,1.8827898395
1432,strong_typical,Typical,56.34,71.83,41.32,61.41,40.35,21.99,16.60,58.92,70.88,36.15,62.18,30.47,20.61,14.78,-2.58,0.95,5.16,-0.78,9.88,1.39,1.82,42.98,51.92,-8.94,50.85,57.59,-6.74,49.07,52.09,-3.03,50.54,53.37,-2.84,24.96,25.20,-0.25,16.50,13.67,2.83,85.79,85.70,0.09,68.695010357,84.952748133,16.257737775,25.068918112,35.532195892,10.46327778,55.989751229,63.303399638,7.3136484085,31.816199681,36.632269086,4.8160694049,49.915555532,59.474643083,9.5590875504,32.413950794,36.426788299,4.0128375048,33.631525346,34.538702845,0.907177499
8599,mild_typical,Typical,66.54,81.53,32.45,65.41,36.98,19.35,14.37,69.83,80.19,26.57,64.22,34.55,20.63,14.64,-3.29,1.33,5.88,1.18,2.43,-1.28,-0.27,48.11,54.72,-6.61,55.22,55.29,-0.07,47.19,53.55,-6.37,40.70,45.47,-4.77,36.07,36.02,0.05,21.59,20.43,1.16,83.17,82.64,0.53,67.908507934,71.166239862,3.2577319283,32.131916364,31.243512069,-0.888404295,49.228097335,64.50882175,15.280724416,35.695577439,22.279460274,-13.41611717,69.689711936,65.860757022,-3.828954913,11.855046841,15.815046518,3.9599996773,30.914896991,32.19990744,1.2850104491
9127,mild_typical,Typical,60.14,82.32,35.35,70.66,24.63,15.03,18.26,64.34,75.80,22.71,72.76,25.20,11.53,15.91,-4.21,6.52,12.64,-2.10,-0.57,3.50,2.34,51.26,54.39,-3.12,56.38,56.47,-0.10,38.64,38.14,0.50,52.55,57.31,-4.76,18.63,17.06,1.57,22.71,25.02,-2.31,75.77,80.57,-4.80,65.656034945,74.228499571,8.5724646258,19.162553893,25.615570735,6.4530168413,60.310601223,63.776663093,3.4660618701,23.678746221,23.780196834,0.1014506132,50.785211057,53.217202581,2.4319915239,23.374291398,31.071640187,7.6973487884,27.769891542,29.378308147,1.6084166049
7911,strong_typical,Typical,63.53,81.64,36.62,64.45,40.42,14.15,19.89,64.87,74.65,29.49,42.95,37.38,13.58,16.16,-1.34,6.99,7.12,21.50,3.04,0.57,3.72,50.79,51.93,-1.14,56.11,57.58,-1.48,49.98,49.70,0.28,49.31,51.11,-1.80,25.46,21.56,3.91,12.28,15.60,-3.32,82.55,78.70,3.84,67.067819422,73.830767679,6.7629482573,34.819221069,30.163405054,-4.655816015,46.587754732,61.439513255,14.851758523,37.614199613,36.370050346,-1.244149266,55.424292187,59.531994293,4.1077021059,12.793934196,13.677632358,0.8836981624,27.961760518,34.072209895,6.1104493767
2870,strong_typical,Typical,61.35,76.55,32.06,57.48,31.10,14.74,11.89,64.25,75.66,27.32,46.23,28.81,13.77,9.96,-2.91,0.89,4.73,11.25,2.29,0.97,1.93,49.52,50.53,-1.01,55.04,54.77,0.27,49.73,47.65,2.08,49.52,47.36,2.16,27.17,21.72,5.45,13.00,16.40,-3.40,84.75,83.62,1.13,74.780875691,69.734642088,-5.046233603,36.183709734,22.175353125,-14.00835661,59.733741063,57.691011364,-2.042729699,42.633223697,29.864857371,-12.76836633,52.179204546,44.855688413,-7.323516133,29.099927045,30.387480889,1.2875538441,33.76707256,35.153979163,1.3869066034
3994,strong_typical,Typical,56.08,80.11,29.08,70.61,26.84,17.71,16.84,61.23,84.65,26.45,72.13,25.68,16.99,15.66,-5.15,-4.54,2.63,-1.53,1.16,0.71,1.17,49.58,52.12,-2.54,55.74,57.16,-1.42,43.83,48.80,-4.97,51.47,54.43,-2.96,25.58,26.83,-1.25,13.42,18.94,-5.52,81.18,80.47,0.71,76.419485157,68.544086657,-7.8753985,28.296989967,28.218786443,-0.078203524,74.750785901,69.701862628,-5.048923273,29.913548113,33.54885107,3.6353029569,59.993134451,54.553621684,-5.439512766,30.249415148,30.561969569,0.3125544216,36.066422089,31.326243095,-4.740178995
2691,strong_typical,Typical,69.41,83.02,45.79,68.55,42.65,10.33,25.59,73.09,85.10,38.63,65.13,42.74,11.37,17.69,-3.68,-2.08,7.16,3.42,-0.09,-1.05,7.91,48.30,55.02,-6.73,56.83,59.91,-3.08,34.61,34.92,-0.31,46.67,49.81,-3.14,22.34,21.87,0.47,21.65,25.32,-3.67,77.16,76.01,1.15,82.344386126,75.562779964,-6.781606162,38.723583985,38.507251443,-0.216332542,77.236088443,68.705508871,-8.530579571,35.685938693,30.27419034,-5.411748353,73.324113906,70.841089535,-2.483024371,17.809727968,14.256806949,-3.55292102,30.997772185,31.303139364,0.3053671787
4591,strong_typical,Typical,62.05,76.75,27.07,61.38,39.63,18.95,11.96,55.84,73.39,25.09,63.27,35.68,17.52,12.28,6.21,3.36,1.98,-1.88,3.95,1.43,-0.32,51.71,48.30,3.41,57.27,53.38,3.89,60.74,57.77,2.97,51.61,58.11,-6.50,25.56,22.33,3.24,29.26,33.65,-4.39,82.63,83.56,-0.93,77.911029366,67.067142447,-10.84388692,34.413135216,31.753833624,-2.659301592,61.257922889,62.797906211,1.5399833215,32.43721789,27.940170887,-4.497047003,70.370391008,63.986415603,-6.383975405,31.698538287,35.141034699,3.4424964115,34.585770917,35.661340304,1.0755693868
3958,mild_typical,Typical,66.72,78.27,32.52,72.18,29.59,11.03,16.11,73.89,80.69,26.60,62.12,35.61,13.53,14.62,-7.17,-2.42,5.91,10.06,-6.02,-2.50,1.49,52.74,55.20,-2.46,60.16,56.41,3.74,54.66,48.48,6.18,53.90,54.37,-0.47,28.89,34.76,-5.88,18.57,13.78,4.79,80.49,84.10,-3.62,71.304090821,75.017201931,3.7131111094,25.224609368,27.479775199,2.255165831,46.219809542,49.614695469,3.3948859271,27.148780972,26.637860736,-0.510920236,50.779909092,45.918104883,-4.861804209,15.697022705,17.474394904,1.777372199,26.727537197,26.23715976,-0.490377438
1829,strong_typical,Typical,66.51,86.80,43.05,65.44,48.81,16.04,16.02,75.68,82.59,37.27,61.90,47.48,16.84,14.98,-9.17,4.21,5.78,3.53,1.33,-0.81,1.03,35.53,40.83,-5.30,49.18,48.80,0.37,31.68,31.37,0.31,47.78,43.48,4.30,22.23,20.33,1.90,29.63,32.62,-2.98,77.99,79.84,-1.85,80.937381606,76.51786745,-4.419514156,40.146904672,27.353539176,-12.7933655,62.793479532,59.974657986,-2.818821546,35.661888232,24.638777744,-11.02311049,67.386805298,60.532004671,-6.854800627,24.165860848,22.854848395,-1.311012454,21.754447858,23.464121434,1.7096735765
4748,strong_typical,Typical,55.79,68.90,27.03,53.95,25.37,11.47,9.26,68.93,72.18,26.80,56.70,32.99,12.95,10.02,-13.14,-3.27,0.23,-2.75,-7.62,-1.48,-0.76,53.33,54.00,-0.67,51.47,54.24,-2.77,51.94,47.31,4.63,41.38,43.53,-2.16,29.86,30.20,-0.35,12.88,11.85,1.03,78.66,78.03,0.63,75.408233027,52.067514073,-23.34071895,39.675961533,19.720823613,-19.95513792,59.509074761,49.111413607,-10.39766115,30.375759263,22.633911752,-7.741847511,54.930645561,33.689109614,-21.24153595,16.010997202,14.895470707,-1.115526495,31.793383316,30.864099465,-0.929283851
